SampID,MF,Area,Batch
220111_Smp_SCM1_Exp2,"Glycine betaine, 13C5, 15N",555427584,Bacteria
220111_Smp_SCM1_Exp3,"Glycine betaine, 13C5, 15N",548397888,Bacteria
220111_Smp_SCM1_St1,"Glycine betaine, 13C5, 15N",526944256,Bacteria
220111_Smp_SCM1_St2,"Glycine betaine, 13C5, 15N",505037056,Bacteria
220111_Smp_SCM1_St3,"Glycine betaine, 13C5, 15N",500296896,Bacteria
220111_Smp_SCM1_St4,"Glycine betaine, 13C5, 15N",544117376,Bacteria
220111_Blk_MediaBlk_A,"Homarine, 2H3",2606279168,Bacteria
220111_Blk_MediaBlk_AMS,"Homarine, 2H3",21131,Bacteria
220111_Blk_MediaBlk_AOA,"Homarine, 2H3",2714952192,Bacteria
220111_Blk_MediaBlk_B,"Homarine, 2H3",2590504704,Bacteria
220111_Poo_TruePooBacteria_Full1,"Homarine, 2H3",2492374016,Bacteria
220111_Poo_TruePooBacteria_Full2,"Homarine, 2H3",2675688448,Bacteria
220111_Poo_TruePooBacteria_Full3,"Homarine, 2H3",2710179072,Bacteria
220111_Poo_TruePooBacteria_Half1,"Homarine, 2H3",1238007296,Bacteria
220111_Poo_TruePooBacteria_Half2,"Homarine, 2H3",1311992064,Bacteria
220111_Poo_TruePooBacteria_Half3,"Homarine, 2H3",1339322752,Bacteria
220111_Smp_DSS3_A,"Homarine, 2H3",2768179968,Bacteria
220111_Smp_DSS3_B,"Homarine, 2H3",2648454400,Bacteria
220111_Smp_DSS3_C,"Homarine, 2H3",2632790784,Bacteria
220111_Smp_Och_A,"Homarine, 2H3",2416800000,Bacteria
220111_Smp_Och_B,"Homarine, 2H3",2360646656,Bacteria
220111_Smp_Och_C,"Homarine, 2H3",2291317760,Bacteria
220111_Smp_SA7_A,"Homarine, 2H3",2477079040,Bacteria
220111_Smp_SA7_B,"Homarine, 2H3",2456461824,Bacteria
220111_Smp_SA7_C,"Homarine, 2H3",2298151936,Bacteria
220111_Smp_SA11_A,"Homarine, 2H3",2434302976,Bacteria
220111_Smp_SA11_B,"Homarine, 2H3",2663671552,Bacteria
220111_Smp_SA11_C,"Homarine, 2H3",2811614720,Bacteria
220111_Smp_SA16_A,"Homarine, 2H3",2523363072,Bacteria
220111_Smp_SA16_B,"Homarine, 2H3",2475255040,Bacteria
220111_Smp_SA16_C,"Homarine, 2H3",2467910912,Bacteria
220111_Smp_SA36_A,"Homarine, 2H3",2429808128,Bacteria
220111_Smp_SA36_B,"Homarine, 2H3",2298002688,Bacteria
220111_Smp_SA36_C,"Homarine, 2H3",2730078464,Bacteria
220111_Smp_SA42_A,"Homarine, 2H3",2367657472,Bacteria
220111_Smp_SA44_B,"Homarine, 2H3",2614703616,Bacteria
220111_Smp_SA44_C,"Homarine, 2H3",2587523584,Bacteria
220111_Smp_SA48_A,"Homarine, 2H3",2297248256,Bacteria
220111_Smp_SA48_B,"Homarine, 2H3",2511951872,Bacteria
220111_Smp_SA48_C,"Homarine, 2H3",2477904384,Bacteria
220111_Smp_SA53_A,"Homarine, 2H3",2640835328,Bacteria
220111_Smp_SA53_B,"Homarine, 2H3",2882682624,Bacteria
220111_Smp_SA53_C,"Homarine, 2H3",2822163712,Bacteria
220111_Smp_SA55_A,"Homarine, 2H3",2538185984,Bacteria
220111_Smp_SA55_B,"Homarine, 2H3",2467938816,Bacteria
220111_Smp_SA55_C,"Homarine, 2H3",2545622784,Bacteria
220111_Smp_SA59_A,"Homarine, 2H3",2727191296,Bacteria
220111_Smp_SA59_B,"Homarine, 2H3",2301916672,Bacteria
220111_Smp_SA59_C,"Homarine, 2H3",2408946688,Bacteria
220111_Smp_SA60_A,"Homarine, 2H3",2379048192,Bacteria
220111_Smp_SA60_B,"Homarine, 2H3",2833790976,Bacteria
220111_Smp_SCM1_Exp1,"Homarine, 2H3",2703351552,Bacteria
220111_Smp_SCM1_Exp2,"Homarine, 2H3",2748460800,Bacteria
220111_Smp_SCM1_Exp3,"Homarine, 2H3",2690311936,Bacteria
220111_Smp_SCM1_St1,"Homarine, 2H3",2644059136,Bacteria
220111_Smp_SCM1_St2,"Homarine, 2H3",2868652032,Bacteria
220111_Smp_SCM1_St3,"Homarine, 2H3",2803790080,Bacteria
220111_Smp_SCM1_St4,"Homarine, 2H3",2677593088,Bacteria
220111_Blk_MediaBlk_A,"Thymine, 2H4",91871448,Bacteria
220111_Blk_MediaBlk_AMS,"Thymine, 2H4",119263592,Bacteria
220111_Blk_MediaBlk_AOA,"Thymine, 2H4",117162360,Bacteria
220111_Blk_MediaBlk_B,"Thymine, 2H4",85457192,Bacteria
220111_Poo_TruePooBacteria_Full1,"Thymine, 2H4",92031504,Bacteria
220111_Poo_TruePooBacteria_Full2,"Thymine, 2H4",99695928,Bacteria
220111_Poo_TruePooBacteria_Full3,"Thymine, 2H4",112438608,Bacteria
220111_Poo_TruePooBacteria_Half1,"Thymine, 2H4",43928920,Bacteria
220111_Poo_TruePooBacteria_Half2,"Thymine, 2H4",50157868,Bacteria
220111_Poo_TruePooBacteria_Half3,"Thymine, 2H4",56519484,Bacteria
220111_Smp_DSS3_A,"Thymine, 2H4",96517720,Bacteria
220111_Smp_DSS3_B,"Thymine, 2H4",91582696,Bacteria
220111_Smp_DSS3_C,"Thymine, 2H4",94936584,Bacteria
220111_Smp_Och_A,"Thymine, 2H4",96438768,Bacteria
220111_Smp_Och_B,"Thymine, 2H4",87389992,Bacteria
220111_Smp_Och_C,"Thymine, 2H4",94309112,Bacteria
220111_Smp_SA7_A,"Thymine, 2H4",81062128,Bacteria
220111_Smp_SA7_B,"Thymine, 2H4",83755880,Bacteria
220111_Smp_SA7_C,"Thymine, 2H4",75783512,Bacteria
220111_Smp_SA11_A,"Thymine, 2H4",90647224,Bacteria
220111_Smp_SA11_B,"Thymine, 2H4",89518912,Bacteria
220111_Smp_SA11_C,"Thymine, 2H4",100987280,Bacteria
220111_Smp_SA16_A,"Thymine, 2H4",91537376,Bacteria
220111_Smp_SA16_B,"Thymine, 2H4",88839168,Bacteria
220111_Smp_SA16_C,"Thymine, 2H4",89626000,Bacteria
220111_Smp_SA36_A,"Thymine, 2H4",93644824,Bacteria
220111_Smp_SA36_B,"Thymine, 2H4",90548944,Bacteria
220111_Smp_SA36_C,"Thymine, 2H4",101409936,Bacteria
220111_Smp_SA42_A,"Thymine, 2H4",95002736,Bacteria
220111_Smp_SA44_B,"Thymine, 2H4",86723304,Bacteria
220111_Smp_SA44_C,"Thymine, 2H4",85414560,Bacteria
220111_Smp_SA48_A,"Thymine, 2H4",86168800,Bacteria
220111_Smp_SA48_B,"Thymine, 2H4",92506352,Bacteria
220111_Smp_SA48_C,"Thymine, 2H4",93714160,Bacteria
220111_Smp_SA53_A,"Thymine, 2H4",100751656,Bacteria
220111_Smp_SA53_B,"Thymine, 2H4",104063168,Bacteria
220111_Smp_SA53_C,"Thymine, 2H4",97583320,Bacteria
220111_Smp_SA55_A,"Thymine, 2H4",99355736,Bacteria
220111_Smp_SA55_B,"Thymine, 2H4",92941104,Bacteria
220111_Smp_SA55_C,"Thymine, 2H4",NA,Bacteria
220111_Smp_SA59_A,"Thymine, 2H4",80260504,Bacteria
220111_Smp_SA59_B,"Thymine, 2H4",81292024,Bacteria
220111_Smp_SA59_C,"Thymine, 2H4",7119936,Bacteria
220111_Smp_SA60_A,"Thymine, 2H4",81595024,Bacteria
220111_Smp_SA60_B,"Thymine, 2H4",101057408,Bacteria
220111_Smp_SA60_C,"Thymine, 2H4",93089048,Bacteria
220111_Smp_SCM1_Exp1,"Thymine, 2H4",115236016,Bacteria
220111_Smp_SCM1_Exp2,"Thymine, 2H4",113217152,Bacteria
220111_Smp_SCM1_Exp3,"Thymine, 2H4",109927128,Bacteria
220111_Smp_SCM1_St1,"Thymine, 2H4",114292872,Bacteria
220111_Smp_SCM1_St2,"Thymine, 2H4",109017272,Bacteria
220111_Smp_SCM1_St3,"Thymine, 2H4",106810464,Bacteria
220111_Smp_SCM1_St4,"Thymine, 2H4",106166032,Bacteria
220111_Blk_MediaBlk_A,"L-Cysteic acid, 2H3",5851820,Bacteria
220111_Blk_MediaBlk_AMS,"L-Cysteic acid, 2H3",5153236,Bacteria
220111_Blk_MediaBlk_AOA,"L-Cysteic acid, 2H3",4144650,Bacteria
220111_Blk_MediaBlk_B,"L-Cysteic acid, 2H3",5316558,Bacteria
220111_Poo_TruePooBacteria_Full1,"L-Cysteic acid, 2H3",9031662,Bacteria
220111_Poo_TruePooBacteria_Full2,"L-Cysteic acid, 2H3",7988779,Bacteria
220111_Poo_TruePooBacteria_Full3,"L-Cysteic acid, 2H3",8057799,Bacteria
220111_Poo_TruePooBacteria_Half1,"L-Cysteic acid, 2H3",5395149,Bacteria
220111_Poo_TruePooBacteria_Half2,"L-Cysteic acid, 2H3",3149668,Bacteria
220111_Poo_TruePooBacteria_Half3,"L-Cysteic acid, 2H3",3541901,Bacteria
220111_Smp_DSS3_A,"L-Cysteic acid, 2H3",4847990,Bacteria
220111_Smp_DSS3_B,"L-Cysteic acid, 2H3",4430084,Bacteria
220111_Smp_DSS3_C,"L-Cysteic acid, 2H3",5218641,Bacteria
220111_Smp_Och_A,"L-Cysteic acid, 2H3",5270935,Bacteria
220111_Smp_Och_B,"L-Cysteic acid, 2H3",5478904,Bacteria
220111_Smp_Och_C,"L-Cysteic acid, 2H3",5665939,Bacteria
220111_Smp_SA7_A,"L-Cysteic acid, 2H3",6183600,Bacteria
220111_Smp_SA7_B,"L-Cysteic acid, 2H3",5959552,Bacteria
220111_Smp_SA7_C,"L-Cysteic acid, 2H3",7052592,Bacteria
220111_Smp_SA11_A,"L-Cysteic acid, 2H3",4874578,Bacteria
220111_Smp_SA11_B,"L-Cysteic acid, 2H3",3682965,Bacteria
220111_Smp_SA11_C,"L-Cysteic acid, 2H3",4386206,Bacteria
